assessmentId,internalTaxonId,scientificName,code,name,majorImportance,season,suitability
95160992,60482887,Spilopelia chinensis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,non-breeding,Suitable
95160992,60482887,Spilopelia chinensis,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
95160992,60482887,Spilopelia chinensis,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
95166927,61204079,Canachites canadensis,1.1,Forest - Boreal,Yes,resident,Suitable
95166927,61204079,Canachites canadensis,1.4,Forest - Temperate,No,resident,Suitable
95167109,61204155,Canachites franklinii,1.1,Forest - Boreal,Yes,resident,Suitable
95167109,61204155,Canachites franklinii,1.4,Forest - Temperate,No,resident,Suitable
95180896,61791135,Glaucidium gnoma,1.4,Forest - Temperate,Yes,resident,Suitable
95181072,61791401,Glaucidium californicum,1.4,Forest - Temperate,Yes,resident,Suitable
95185212,62015238,Haematopus ater,12.1,Marine Intertidal - Rocky Shoreline,Yes,resident,Suitable
95185212,62015238,Haematopus ater,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,No,resident,Suitable
95185212,62015238,Haematopus ater,12.4,Marine Intertidal - Mud Flats and Salt Flats,No,non-breeding,Suitable
95185212,62015238,Haematopus ater,12.6,Marine Intertidal - Tidepools,Yes,resident,Suitable
95189182,62120280,Gallinula galeata,13.5,Marine Coastal/Supratidal - Coastal Freshwater Lakes,No,non-breeding,Suitable
95189182,62120280,Gallinula galeata,5.13,Wetlands (inland) - Permanent Inland Deltas,No,non-breeding,Suitable
95189182,62120280,Gallinula galeata,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),No,breeding,Suitable
95189182,62120280,Gallinula galeata,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),No,non-breeding,Suitable
95189182,62120280,Gallinula galeata,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,No,non-breeding,Suitable
95189182,62120280,Gallinula galeata,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,breeding,Suitable
